时间	设备名称	片上时间()	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(?t)	磁场Y(?t)	磁场Z(?t)	温度(℃)	电量()	信号()	版本号()
15:48:21.422	WT5500002992(2).wplay	2024-10-8 15:13:44.793	0.009	0.998	-0.042	0.000	0.000	0.000	92.444	-0.615	147.859	80.273	-57.520	131.934	39.4	3.67	-63	13011
15:48:21.423	WT5500002992(2).wplay	2024-10-8 15:13:44.815	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.478	93.359	-95.312	-27.441	39.4	3.72	-54	13011
15:48:21.424	WT5500002992(2).wplay	2024-10-8 15:13:44.893	0.008	0.998	-0.043	0.000	0.000	0.000	92.444	-0.615	147.859	80.566	-57.910	131.836	39.5	3.67	-63	13011
15:48:21.425	WT5500002992(2).wplay	2024-10-8 15:13:44.915	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.483	135.478	93.359	-95.312	-27.637	39.4	3.72	-54	13011
15:48:21.431	WT5500002992(2).wplay	2024-10-8 15:13:44.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.444	-0.615	147.859	80.566	-58.008	131.738	39.4	3.67	-63	13011
15:48:21.431	WT5500002992(2).wplay	2024-10-8 15:13:45.15	0.010	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.483	93.359	-95.215	-27.441	39.4	3.72	-54	13011
15:48:21.441	WT5500002992(2).wplay	2024-10-8 15:13:45.93	0.009	0.998	-0.043	0.000	0.000	0.000	92.444	-0.621	147.854	80.469	-57.812	131.543	39.5	3.67	-61	13011
15:48:21.455	WT5500002992(2).wplay	2024-10-8 15:13:45.193	0.009	0.003	1.005	0.000	0.000	0.000	0.159	-0.478	135.483	93.359	-95.312	-27.734	39.4	3.72	-54	13011
15:48:21.455	WT5500002992(2).wplay	2024-10-8 15:13:45.115	0.011	0.003	1.006	0.000	0.000	0.000	0.165	-0.483	135.483	93.457	-95.215	-27.441	39.4	3.72	-54	13011
15:48:21.458	WT5500002992(2).wplay	2024-10-8 15:13:45.215	0.011	0.998	-0.042	0.000	0.000	0.000	92.444	-0.621	147.854	80.273	-57.812	131.543	39.4	3.67	-61	13011
15:48:21.462	WT5500002992(2).wplay	2024-10-8 15:13:45.293	0.009	0.998	-0.043	0.000	0.000	0.000	92.444	-0.621	147.854	80.371	-57.715	131.641	39.5	3.67	-61	13011
15:48:21.462	WT5500002992(2).wplay	2024-10-8 15:13:45.315	0.012	0.003	1.006	0.000	0.000	0.000	0.165	-0.483	135.483	93.457	-95.410	-27.344	39.4	3.72	-54	13011
15:48:21.476	WT5500002992(2).wplay	2024-10-8 15:13:45.393	0.009	0.998	-0.042	0.000	0.000	0.000	92.444	-0.621	147.859	80.273	-57.422	131.836	39.5	3.67	-61	13011
15:48:21.476	WT5500002992(2).wplay	2024-10-8 15:13:45.415	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.483	93.359	-95.215	-27.539	39.4	3.72	-54	13011
15:48:21.486	WT5500002992(2).wplay	2024-10-8 15:13:45.515	0.011	0.997	-0.043	0.000	0.000	0.000	92.444	-0.621	147.859	80.371	-57.715	131.543	39.5	3.67	-61	13011
15:48:21.490	WT5500002992(2).wplay	2024-10-8 15:13:45.593	0.008	0.998	-0.043	0.000	0.000	0.000	92.444	-0.621	147.859	80.371	-57.715	131.641	39.5	3.67	-61	13011
15:48:21.492	WT5500002992(2).wplay	2024-10-8 15:13:45.615	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.483	93.359	-95.312	-27.539	39.4	3.72	-54	13011
15:48:21.498	WT5500002992(2).wplay	2024-10-8 15:13:45.693	0.009	0.998	-0.043	0.000	0.000	0.000	92.444	-0.621	147.854	80.371	-57.910	131.445	39.5	3.67	-61	13011
15:48:21.501	WT5500002992(2).wplay	2024-10-8 15:13:45.715	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.483	93.359	-95.312	-27.637	39.4	3.72	-53	13011
15:48:21.516	WT5500002992(2).wplay	2024-10-8 15:13:45.793	0.009	0.999	-0.042	0.000	0.000	0.000	92.444	-0.621	147.859	80.371	-57.812	131.445	39.5	3.67	-61	13011
15:48:21.516	WT5500002992(2).wplay	2024-10-8 15:13:45.815	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.478	93.359	-95.312	-27.441	39.4	3.72	-53	13011
15:48:21.517	WT5500002992(2).wplay	2024-10-8 15:13:45.893	0.009	0.997	-0.042	0.000	0.000	0.000	92.444	-0.621	147.859	80.371	-57.715	131.445	39.5	3.67	-61	13011
15:48:21.518	WT5500002992(2).wplay	2024-10-8 15:13:45.915	0.010	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.478	93.457	-95.312	-27.441	39.4	3.72	-53	13011
15:48:21.532	WT5500002992(2).wplay	2024-10-8 15:13:45.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.444	-0.621	147.865	80.371	-57.227	132.227	39.5	3.67	-61	13011
15:48:21.538	WT5500002992(2).wplay	2024-10-8 15:13:46.15	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.478	93.359	-95.215	-27.539	39.4	3.72	-53	13011
15:48:21.544	WT5500002992(2).wplay	2024-10-8 15:13:46.93	0.009	0.998	-0.042	0.000	0.000	0.000	92.444	-0.621	147.865	80.273	-57.715	131.738	39.5	3.67	-61	13011
15:48:21.545	WT5500002992(2).wplay	2024-10-8 15:13:46.115	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.478	93.457	-95.312	-27.539	39.5	3.72	-53	13011
15:48:21.557	WT5500002992(2).wplay	2024-10-8 15:13:46.193	0.008	0.998	-0.043	0.000	0.000	0.000	92.439	-0.621	147.870	80.371	-57.812	131.543	39.5	3.67	-61	13011
15:48:21.558	WT5500002992(2).wplay	2024-10-8 15:13:46.215	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.472	93.359	-95.215	-27.441	39.4	3.72	-53	13011
15:48:21.570	WT5500002992(2).wplay	2024-10-8 15:13:46.293	0.008	0.998	-0.042	0.000	0.000	0.000	92.439	-0.621	147.865	80.371	-57.715	131.543	39.5	3.67	-61	13011
15:48:21.572	WT5500002992(2).wplay	2024-10-8 15:13:46.315	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.472	93.457	-95.117	-27.344	39.4	3.72	-53	13011
15:48:21.581	WT5500002992(2).wplay	2024-10-8 15:13:46.415	0.011	0.998	-0.042	0.000	0.000	0.000	92.439	-0.621	147.870	80.762	-57.715	131.641	39.5	3.67	-61	13011
15:48:21.587	WT5500002992(2).wplay	2024-10-8 15:13:46.493	0.009	0.997	-0.042	0.000	0.000	0.000	92.439	-0.621	147.865	80.469	-57.812	131.543	39.5	3.67	-61	13011
15:48:21.589	WT5500002992(2).wplay	2024-10-8 15:13:46.515	0.012	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.472	93.359	-95.312	-27.637	39.4	3.72	-53	13011
15:48:21.599	WT5500002992(2).wplay	2024-10-8 15:13:46.615	0.012	0.998	-0.042	0.000	0.000	0.000	92.439	-0.621	147.865	80.371	-57.812	131.543	39.5	3.67	-61	13011
15:48:21.610	WT5500002992(2).wplay	2024-10-8 15:13:46.693	0.008	0.997	-0.043	0.000	0.000	0.000	92.439	-0.621	147.865	80.273	-57.812	131.641	39.5	3.67	-61	13011
15:48:21.612	WT5500002992(2).wplay	2024-10-8 15:13:46.715	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.472	93.359	-95.312	-27.441	39.4	3.72	-52	13011
15:48:21.617	WT5500002992(2).wplay	2024-10-8 15:13:46.793	0.008	0.998	-0.042	0.000	0.000	0.000	92.439	-0.621	147.865	80.371	-57.715	131.836	39.5	3.67	-61	13011
15:48:21.633	WT5500002992(2).wplay	2024-10-8 15:13:46.893	0.009	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.472	93.359	-95.312	-27.637	39.4	3.72	-52	13011
15:48:21.642	WT5500002992(2).wplay	2024-10-8 15:13:46.993	0.009	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.472	93.652	-95.312	-27.344	39.4	3.72	-52	13011
15:48:21.643	WT5500002992(2).wplay	2024-10-8 15:13:46.815	0.012	0.004	1.005	0.000	0.000	0.000	0.159	-0.483	135.467	93.555	-95.312	-27.539	39.4	3.72	-52	13011
15:48:21.653	WT5500002992(2).wplay	2024-10-8 15:13:47.93	0.009	0.998	-0.043	0.000	0.000	0.000	92.439	-0.621	147.870	81.055	-57.227	132.715	39.5	3.67	-61	13011
15:48:21.660	WT5500002992(2).wplay	2024-10-8 15:13:47.193	0.008	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.461	93.750	-95.312	-27.539	39.5	3.72	-52	13011
15:48:21.675	WT5500002992(2).wplay	2024-10-8 15:13:47.293	0.008	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.461	93.555	-95.312	-27.539	39.4	3.72	-52	13011
15:48:21.676	WT5500002992(2).wplay	2024-10-8 15:13:47.315	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.457	-95.410	-27.637	39.4	3.72	-52	13011
15:48:21.683	WT5500002992(2).wplay	2024-10-8 15:13:47.393	0.008	0.999	-0.042	0.000	0.000	0.000	92.433	-0.621	147.870	80.273	-57.715	131.641	39.5	3.67	-61	13011
15:48:21.692	WT5500002992(2).wplay	2024-10-8 15:13:47.493	0.008	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.359	-95.215	-27.637	39.4	3.72	-52	13011
15:48:21.693	WT5500002992(2).wplay	2024-10-8 15:13:47.415	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.467	93.457	-95.312	-27.344	39.4	3.72	-52	13011
15:48:21.693	WT5500002992(2).wplay	2024-10-8 15:13:47.515	0.011	0.998	-0.042	0.000	0.000	0.000	92.433	-0.621	147.865	80.664	-57.812	131.738	39.5	3.67	-61	13011
15:48:21.699	WT5500002992(2).wplay	2024-10-8 15:13:47.593	0.009	0.998	-0.042	0.000	0.000	0.000	92.433	-0.621	147.865	80.469	-57.715	131.738	39.5	3.67	-61	13011
15:48:21.707	WT5500002992(2).wplay	2024-10-8 15:13:47.693	0.009	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.467	93.359	-95.215	-27.637	39.4	3.72	-52	13011
15:48:21.723	WT5500002992(2).wplay	2024-10-8 15:13:47.793	0.009	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.467	93.359	-95.215	-27.539	39.4	3.72	-53	13011
15:48:21.723	WT5500002992(2).wplay	2024-10-8 15:13:47.893	0.009	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.461	93.359	-95.117	-27.441	39.4	3.72	-53	13011
15:48:21.724	WT5500002992(2).wplay	2024-10-8 15:13:47.915	0.012	0.004	1.005	0.000	0.000	0.000	0.159	-0.483	135.467	93.457	-95.312	-27.539	39.4	3.72	-53	13011
15:48:21.735	WT5500002992(2).wplay	2024-10-8 15:13:47.993	0.009	0.999	-0.044	0.000	0.000	0.000	92.433	-0.626	147.854	80.664	-57.910	131.641	39.5	3.67	-61	13011
15:48:21.737	WT5500002992(2).wplay	2024-10-8 15:13:48.15	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.461	93.457	-95.215	-27.441	39.4	3.72	-53	13011
15:48:21.747	WT5500002992(2).wplay	2024-10-8 15:13:48.115	0.010	0.998	-0.042	0.000	0.000	0.000	92.433	-0.626	147.854	80.273	-57.812	131.543	39.4	3.67	-65	13011
15:48:21.747	WT5500002992(2).wplay	2024-10-8 15:13:48.93	0.008	0.998	-0.042	0.000	0.000	0.000	92.433	-0.626	147.854	80.273	-57.812	131.445	39.5	3.67	-65	13011
15:48:21.748	WT5500002992(2).wplay	2024-10-8 15:13:48.215	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.359	-95.215	-27.539	39.4	3.72	-53	13011
15:48:21.757	WT5500002992(2).wplay	2024-10-8 15:13:48.315	0.011	0.998	-0.042	0.000	0.000	0.000	92.433	-0.626	147.854	80.371	-57.227	132.129	39.5	3.67	-65	13011
15:48:21.766	WT5500002992(2).wplay	2024-10-8 15:13:48.415	0.011	0.997	-0.042	0.000	0.000	0.000	92.428	-0.626	147.854	80.566	-57.812	131.738	39.5	3.67	-65	13011
15:48:21.770	WT5500002992(2).wplay	2024-10-8 15:13:48.293	0.008	0.998	-0.043	0.000	0.000	0.000	92.433	-0.626	147.859	80.371	-57.715	131.738	39.5	3.67	-65	13011
15:48:21.770	WT5500002992(2).wplay	2024-10-8 15:13:48.393	0.008	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.456	93.652	-95.215	-27.539	39.4	3.72	-53	13011
15:48:21.773	WT5500002992(2).wplay	2024-10-8 15:13:48.515	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.456	93.457	-95.215	-27.539	39.5	3.72	-53	13011
15:48:21.784	WT5500002992(2).wplay	2024-10-8 15:13:48.593	0.009	0.999	-0.042	0.000	0.000	0.000	92.428	-0.626	147.859	80.273	-57.715	131.641	39.5	3.67	-65	13011
15:48:21.794	WT5500002992(2).wplay	2024-10-8 15:13:48.615	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.456	93.457	-95.215	-27.539	39.4	3.72	-53	13011
15:48:21.795	WT5500002992(2).wplay	2024-10-8 15:13:48.693	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.859	80.273	-57.812	131.543	39.5	3.67	-65	13011
15:48:21.795	WT5500002992(2).wplay	2024-10-8 15:13:48.715	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.456	93.457	-95.312	-27.734	39.4	3.72	-57	13011
15:48:21.797	WT5500002992(2).wplay	2024-10-8 15:13:48.793	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.859	80.371	-57.617	131.738	39.5	3.67	-65	13011
15:48:21.797	WT5500002992(2).wplay	2024-10-8 15:13:48.815	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.456	93.359	-95.215	-27.539	39.4	3.72	-57	13011
15:48:21.806	WT5500002992(2).wplay	2024-10-8 15:13:48.915	0.011	0.998	-0.043	0.000	0.000	0.000	92.428	-0.626	147.854	80.762	-57.910	131.641	39.5	3.67	-65	13011
15:48:21.808	WT5500002992(2).wplay	2024-10-8 15:13:48.893	0.009	0.997	-0.042	0.000	0.000	0.000	92.428	-0.626	147.849	80.371	-57.812	131.543	39.5	3.67	-65	13011
15:48:21.816	WT5500002992(2).wplay	2024-10-8 15:13:49.15	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.457	-95.312	-27.539	39.4	3.72	-57	13011
15:48:21.823	WT5500002992(2).wplay	2024-10-8 15:13:48.993	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.849	80.371	-57.812	131.543	39.5	3.67	-69	13011
15:48:21.824	WT5500002992(2).wplay	2024-10-8 15:13:49.93	0.009	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.461	93.457	-95.312	-27.441	39.4	3.72	-57	13011
15:48:21.825	WT5500002992(2).wplay	2024-10-8 15:13:49.115	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.262	-95.215	-27.637	39.4	3.72	-57	13011
15:48:21.832	WT5500002992(2).wplay	2024-10-8 15:13:49.215	0.011	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.854	80.176	-58.105	131.934	39.5	3.67	-69	13011
15:48:21.833	WT5500002992(2).wplay	2024-10-8 15:13:49.193	0.008	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.859	80.273	-57.812	131.543	39.5	3.67	-69	13011
15:48:21.846	WT5500002992(2).wplay	2024-10-8 15:13:49.293	0.009	0.002	1.006	0.000	0.000	0.000	0.159	-0.489	135.467	93.359	-95.215	-27.637	39.4	3.72	-57	13011
15:48:21.847	WT5500002992(2).wplay	2024-10-8 15:13:49.315	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.467	93.359	-95.312	-27.539	39.4	3.72	-57	13011
15:48:21.850	WT5500002992(2).wplay	2024-10-8 15:13:49.393	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.854	80.371	-57.715	131.445	39.5	3.67	-69	13011
15:48:21.851	WT5500002992(2).wplay	2024-10-8 15:13:49.415	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.467	93.359	-95.117	-27.539	39.4	3.72	-57	13011
15:48:21.863	WT5500002992(2).wplay	2024-10-8 15:13:49.493	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.859	80.273	-57.324	132.129	39.5	3.67	-69	13011
15:48:21.863	WT5500002992(2).wplay	2024-10-8 15:13:49.515	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.467	93.359	-95.312	-27.441	39.5	3.72	-57	13011
15:48:21.867	WT5500002992(2).wplay	2024-10-8 15:13:49.593	0.009	0.997	-0.042	0.000	0.000	0.000	92.428	-0.626	147.865	80.273	-57.812	131.641	39.5	3.67	-69	13011
15:48:21.883	WT5500002992(2).wplay	2024-10-8 15:13:49.615	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.461	93.457	-95.312	-27.539	39.4	3.72	-57	13011
15:48:21.883	WT5500002992(2).wplay	2024-10-8 15:13:49.715	0.012	0.999	-0.042	0.000	0.000	0.000	92.428	-0.626	147.865	80.371	-57.812	131.543	39.5	3.67	-69	13011
15:48:21.884	WT5500002992(2).wplay	2024-10-8 15:13:49.693	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.865	80.371	-57.715	131.543	39.5	3.67	-69	13011
15:48:21.898	WT5500002992(2).wplay	2024-10-8 15:13:49.815	0.010	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.457	-95.215	-27.637	39.4	3.72	-56	13011
15:48:21.913	WT5500002992(2).wplay	2024-10-8 15:13:49.893	0.008	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.865	80.273	-57.812	131.543	39.5	3.67	-69	13011
15:48:21.914	WT5500002992(2).wplay	2024-10-8 15:13:49.915	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.359	-95.312	-27.734	39.4	3.72	-56	13011
15:48:21.923	WT5500002992(2).wplay	2024-10-8 15:13:50.15	0.010	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.859	80.566	-58.008	131.641	39.5	3.67	-69	13011
15:48:21.924	WT5500002992(2).wplay	2024-10-8 15:13:49.993	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.854	80.859	-57.715	131.543	39.5	3.67	-70	13011
15:48:21.941	WT5500002992(2).wplay	2024-10-8 15:13:50.93	0.008	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.456	93.359	-95.215	-27.637	39.5	3.72	-56	13011
15:48:21.943	WT5500002992(2).wplay	2024-10-8 15:13:50.115	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.555	-95.215	-27.734	39.5	3.72	-56	13011
15:48:21.947	WT5500002992(2).wplay	2024-10-8 15:13:50.193	0.009	0.998	-0.043	0.000	0.000	0.000	92.428	-0.626	147.849	80.371	-57.812	131.445	39.5	3.67	-70	13011
15:48:21.950	WT5500002992(2).wplay	2024-10-8 15:13:50.215	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.457	-95.215	-27.637	39.5	3.72	-56	13011
15:48:21.971	WT5500002992(2).wplay	2024-10-8 15:13:50.293	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.849	80.371	-57.812	131.543	39.5	3.67	-70	13011
15:48:21.972	WT5500002992(2).wplay	2024-10-8 15:13:50.315	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.359	-95.312	-27.637	39.4	3.72	-56	13011
15:48:21.976	WT5500002992(2).wplay	2024-10-8 15:13:50.393	0.009	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.849	80.664	-58.008	131.934	39.5	3.67	-70	13011
15:48:21.978	WT5500002992(2).wplay	2024-10-8 15:13:50.415	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.359	-95.312	-27.539	39.4	3.72	-56	13011
15:48:21.992	WT5500002992(2).wplay	2024-10-8 15:13:50.493	0.008	0.998	-0.042	0.000	0.000	0.000	92.428	-0.626	147.849	80.371	-57.910	131.738	39.5	3.67	-70	13011
15:48:21.993	WT5500002992(2).wplay	2024-10-8 15:13:50.515	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.461	93.359	-95.117	-27.539	39.4	3.72	-56	13011
15:48:21.999	WT5500002992(2).wplay	2024-10-8 15:13:50.615	0.011	0.999	-0.042	0.000	0.000	0.000	92.428	-0.626	147.843	80.566	-57.910	131.445	39.5	3.67	-70	13011
15:48:22.019	WT5500002992(2).wplay	2024-10-8 15:13:50.715	0.011	0.997	-0.042	0.000	0.000	0.000	92.428	-0.626	147.838	80.469	-57.812	131.543	39.5	3.67	-70	13011
15:48:22.033	WT5500002992(2).wplay	2024-10-8 15:13:50.793	0.009	0.998	-0.042	0.000	0.000	0.000	92.422	-0.626	147.838	80.371	-57.715	131.641	39.5	3.67	-70	13011
15:48:22.042	WT5500002992(2).wplay	2024-10-8 15:13:50.915	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.359	-95.215	-27.539	39.4	3.72	-54	13011
15:48:22.044	WT5500002992(2).wplay	2024-10-8 15:13:50.893	0.009	0.998	-0.042	0.000	0.000	0.000	92.422	-0.626	147.843	80.664	-58.398	132.324	39.5	3.67	-70	13011
15:48:22.057	WT5500002992(2).wplay	2024-10-8 15:13:50.993	0.009	0.002	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.457	-95.312	-27.637	39.5	3.72	-54	13011
15:48:22.064	WT5500002992(2).wplay	2024-10-8 15:13:51.93	0.009	0.002	1.006	0.000	0.000	0.000	0.159	-0.489	135.461	93.457	-95.215	-27.637	39.4	3.72	-54	13011
15:48:22.079	WT5500002992(2).wplay	2024-10-8 15:13:51.215	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.555	-95.410	-27.344	39.4	3.72	-54	13011
15:48:22.080	WT5500002992(2).wplay	2024-10-8 15:13:51.193	0.008	0.999	-0.042	0.000	0.000	0.000	92.422	-0.626	147.843	80.566	-57.910	132.422	39.5	3.67	-64	13011
15:48:22.095	WT5500002992(2).wplay	2024-10-8 15:13:51.315	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.359	-95.215	-27.637	39.4	3.72	-54	13011
15:48:22.107	WT5500002992(2).wplay	2024-10-8 15:13:51.393	0.008	0.998	-0.043	0.000	0.000	0.000	92.422	-0.626	147.849	80.273	-57.910	131.445	39.5	3.67	-64	13011
15:48:22.108	WT5500002992(2).wplay	2024-10-8 15:13:51.415	0.010	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.456	93.359	-95.215	-27.441	39.5	3.72	-54	13011
15:48:22.117	WT5500002992(2).wplay	2024-10-8 15:13:51.493	0.008	0.998	-0.042	0.000	0.000	0.000	92.422	-0.626	147.849	80.176	-57.910	131.445	39.5	3.67	-64	13011
15:48:22.118	WT5500002992(2).wplay	2024-10-8 15:13:51.515	0.010	0.002	1.005	0.000	0.000	0.000	0.159	-0.489	135.461	93.359	-95.117	-27.539	39.4	3.72	-54	13011
15:48:22.124	WT5500002992(2).wplay	2024-10-8 15:13:51.593	0.008	0.999	-0.042	0.000	0.000	0.000	92.422	-0.626	147.849	80.176	-57.910	131.445	39.5	3.67	-64	13011
15:48:22.131	WT5500002992(2).wplay	2024-10-8 15:13:51.693	0.009	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.461	93.359	-95.117	-27.539	39.4	3.72	-54	13011
15:48:22.165	WT5500002992(2).wplay	2024-10-8 15:13:51.793	0.009	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.456	93.457	-95.215	-27.734	39.4	3.72	-56	13011
15:48:22.166	WT5500002992(2).wplay	2024-10-8 15:13:51.815	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.456	93.359	-95.117	-27.637	39.5	3.72	-56	13011
15:48:22.185	WT5500002992(2).wplay	2024-10-8 15:13:51.893	0.009	0.998	-0.042	0.000	0.000	0.000	92.422	-0.626	147.854	80.469	-57.715	131.445	39.5	3.67	-64	13011
15:48:22.186	WT5500002992(2).wplay	2024-10-8 15:13:51.915	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.456	93.359	-95.020	-27.637	39.4	3.72	-56	13011
15:48:22.211	WT5500002992(2).wplay	2024-10-8 15:13:51.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.422	-0.626	147.849	80.273	-57.910	131.250	39.5	3.67	-64	13011
15:48:22.211	WT5500002992(2).wplay	2024-10-8 15:13:52.93	0.008	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.456	93.262	-95.215	-27.734	39.5	3.72	-56	13011
15:48:22.212	WT5500002992(2).wplay	2024-10-8 15:13:52.15	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.456	93.457	-95.117	-27.832	39.4	3.72	-56	13011
15:48:22.212	WT5500002992(2).wplay	2024-10-8 15:13:52.115	0.011	0.999	-0.042	0.000	0.000	0.000	92.422	-0.626	147.849	80.176	-57.812	131.152	39.5	3.67	-68	13011
15:48:22.217	WT5500002992(2).wplay	2024-10-8 15:13:52.193	0.008	0.998	-0.042	0.000	0.000	0.000	92.422	-0.626	147.854	80.371	-57.520	131.934	39.5	3.67	-68	13011
15:48:22.232	WT5500002992(2).wplay	2024-10-8 15:13:52.215	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.489	135.450	93.359	-95.117	-27.734	39.5	3.72	-56	13011
15:48:22.232	WT5500002992(2).wplay	2024-10-8 15:13:52.293	0.009	0.997	-0.042	0.000	0.000	0.000	92.417	-0.626	147.865	80.273	-57.617	132.129	39.5	3.67	-68	13011
15:48:22.247	WT5500002992(2).wplay	2024-10-8 15:13:52.393	0.009	0.003	1.006	0.000	0.000	0.000	0.159	-0.489	135.450	93.359	-95.117	-27.637	39.5	3.72	-56	13011
15:48:22.248	WT5500002992(2).wplay	2024-10-8 15:13:52.315	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.450	93.359	-95.117	-27.734	39.5	3.72	-56	13011
15:48:22.249	WT5500002992(2).wplay	2024-10-8 15:13:52.415	0.012	0.998	-0.042	0.000	0.000	0.000	92.417	-0.626	147.865	80.371	-57.129	132.715	39.5	3.67	-68	13011
15:48:22.252	WT5500002992(2).wplay	2024-10-8 15:13:52.493	0.009	0.997	-0.042	0.000	0.000	0.000	92.417	-0.626	147.870	80.566	-57.910	131.738	39.5	3.67	-68	13011
15:48:22.254	WT5500002992(2).wplay	2024-10-8 15:13:52.515	0.010	0.003	1.005	0.000	0.000	0.000	0.159	-0.483	135.450	93.359	-95.020	-27.637	39.4	3.72	-56	13011
15:48:22.263	WT5500002992(2).wplay	2024-10-8 15:13:52.593	0.008	0.997	-0.042	0.000	0.000	0.000	92.417	-0.626	147.876	80.371	-57.715	131.738	39.6	3.67	-68	13011
15:48:22.266	WT5500002992(2).wplay	2024-10-8 15:13:52.615	0.011	0.002	1.005	0.000	0.000	0.000	0.159	-0.483	135.445	93.359	-95.117	-27.637	39.4	3.72	-56	13011
