时间	设备名称	片上时间()	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(?t)	磁场Y(?t)	磁场Z(?t)	温度(℃)	电量()	信号()	版本号()
15:48:26.105	WT5500002992(2).wplay	2024-10-8 15:14:26.93	0.008	0.002	1.005	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.410	-27.539	39.5	3.72	-55	13011
15:48:26.105	WT5500002992(2).wplay	2024-10-8 15:14:26.115	0.011	0.003	1.007	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.312	-27.637	39.5	3.72	-55	13011
15:48:26.115	WT5500002992(2).wplay	2024-10-8 15:14:26.193	0.009	1.000	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.176	-57.617	131.445	39.8	3.67	-65	13011
15:48:26.118	WT5500002992(2).wplay	2024-10-8 15:14:26.293	0.009	0.003	1.005	0.000	0.000	0.000	0.159	-0.478	135.505	93.164	-95.410	-27.441	39.5	3.72	-55	13011
15:48:26.132	WT5500002992(2).wplay	2024-10-8 15:14:26.215	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.505	93.457	-95.215	-27.051	39.5	3.72	-55	13011
15:48:26.135	WT5500002992(2).wplay	2024-10-8 15:14:26.393	0.008	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.176	-57.520	131.445	39.8	3.67	-65	13011
15:48:26.139	WT5500002992(2).wplay	2024-10-8 15:14:26.493	0.008	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.505	93.359	-95.215	-27.344	39.5	3.72	-55	13011
15:48:26.150	WT5500002992(2).wplay	2024-10-8 15:14:26.415	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.483	135.500	94.043	-95.703	-26.953	39.5	3.72	-55	13011
15:48:26.151	WT5500002992(2).wplay	2024-10-8 15:14:26.593	0.008	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.957	-57.617	131.543	39.8	3.67	-65	13011
15:48:26.156	WT5500002992(2).wplay	2024-10-8 15:14:26.615	0.010	0.002	1.005	0.000	0.000	0.000	0.159	-0.478	135.500	93.555	-95.410	-27.344	39.5	3.72	-55	13011
15:48:26.158	WT5500002992(2).wplay	2024-10-8 15:14:26.693	0.008	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.859	80.273	-57.422	132.031	39.8	3.67	-65	13011
15:48:26.173	WT5500002992(2).wplay	2024-10-8 15:14:26.793	0.009	0.003	1.007	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.312	-27.539	39.5	3.72	-55	13011
15:48:26.174	WT5500002992(2).wplay	2024-10-8 15:14:26.815	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.410	-27.441	39.5	3.72	-57	13011
15:48:26.190	WT5500002992(2).wplay	2024-10-8 15:14:26.915	0.011	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.371	-57.715	131.543	39.8	3.67	-65	13011
15:48:26.193	WT5500002992(2).wplay	2024-10-8 15:14:26.993	0.008	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.371	-57.617	131.641	39.8	3.67	-65	13011
15:48:26.196	WT5500002992(2).wplay	2024-10-8 15:14:27.15	0.011	0.002	1.007	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.312	-27.441	39.5	3.72	-57	13011
15:48:26.204	WT5500002992(2).wplay	2024-10-8 15:14:27.115	0.011	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.617	131.445	39.8	3.67	-60	13011
15:48:26.210	WT5500002992(2).wplay	2024-10-8 15:14:27.193	0.008	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.617	131.641	39.8	3.67	-60	13011
15:48:26.211	WT5500002992(2).wplay	2024-10-8 15:14:27.215	0.010	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.262	-95.117	-27.344	39.6	3.72	-57	13011
15:48:26.227	WT5500002992(2).wplay	2024-10-8 15:14:27.293	0.008	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.348	39.8	3.67	-60	13011
15:48:26.227	WT5500002992(2).wplay	2024-10-8 15:14:27.315	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.117	-27.344	39.5	3.72	-57	13011
15:48:26.228	WT5500002992(2).wplay	2024-10-8 15:14:27.393	0.009	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.348	39.8	3.67	-60	13011
15:48:26.229	WT5500002992(2).wplay	2024-10-8 15:14:27.415	0.012	0.002	1.005	0.000	0.000	0.000	0.159	-0.478	135.500	93.262	-95.410	-27.539	39.5	3.72	-57	13011
15:48:26.237	WT5500002992(2).wplay	2024-10-8 15:14:27.493	0.008	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.910	131.641	39.8	3.67	-60	13011
15:48:26.237	WT5500002992(2).wplay	2024-10-8 15:14:27.515	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.312	-27.637	39.5	3.72	-57	13011
15:48:26.250	WT5500002992(2).wplay	2024-10-8 15:14:27.693	0.009	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.348	39.8	3.67	-60	13011
15:48:26.251	WT5500002992(2).wplay	2024-10-8 15:14:27.715	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.500	93.359	-95.312	-27.637	39.5	3.72	-57	13011
15:48:26.266	WT5500002992(2).wplay	2024-10-8 15:14:27.815	0.012	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.445	39.8	3.67	-60	13011
15:48:26.267	WT5500002992(2).wplay	2024-10-8 15:14:27.915	0.011	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-60	13011
15:48:26.283	WT5500002992(2).wplay	2024-10-8 15:14:28.15	0.011	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.348	39.8	3.67	-60	13011
15:48:26.284	WT5500002992(2).wplay	2024-10-8 15:14:28.115	0.011	0.998	-0.042	0.000	0.000	0.000	92.368	-0.626	147.865	80.273	-57.812	131.445	39.8	3.67	-66	13011
15:48:26.302	WT5500002992(2).wplay	2024-10-8 15:14:28.215	0.011	0.996	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.566	-57.715	131.445	39.8	3.67	-66	13011
15:48:26.302	WT5500002992(2).wplay	2024-10-8 15:14:27.993	0.009	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.371	-57.812	131.348	39.8	3.67	-66	13011
15:48:26.326	WT5500002992(2).wplay	2024-10-8 15:14:28.315	0.012	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.494	93.457	-95.215	-27.637	39.5	3.72	-58	13011
15:48:26.327	WT5500002992(2).wplay	2024-10-8 15:14:28.293	0.009	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.371	-57.617	131.641	39.7	3.67	-66	13011
15:48:26.327	WT5500002992(2).wplay	2024-10-8 15:14:28.493	0.008	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.494	93.359	-95.215	-27.344	39.5	3.72	-58	13011
15:48:26.331	WT5500002992(2).wplay	2024-10-8 15:14:28.515	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.457	-95.215	-27.344	39.6	3.72	-58	13011
15:48:26.345	WT5500002992(2).wplay	2024-10-8 15:14:28.593	0.008	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.664	-57.422	132.129	39.8	3.67	-66	13011
15:48:26.346	WT5500002992(2).wplay	2024-10-8 15:14:28.615	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.457	-95.410	-27.441	39.5	3.72	-58	13011
15:48:26.378	WT5500002992(2).wplay	2024-10-8 15:14:28.893	0.009	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.617	131.738	39.8	3.67	-66	13011
15:48:26.378	WT5500002992(2).wplay	2024-10-8 15:14:28.915	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.457	-95.215	-27.637	39.5	3.72	-61	13011
15:48:26.391	WT5500002992(2).wplay	2024-10-8 15:14:29.15	0.011	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.617	131.543	39.8	3.67	-66	13011
15:48:26.391	WT5500002992(2).wplay	2024-10-8 15:14:29.115	0.011	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.617	131.445	39.8	3.67	-65	13011
15:48:26.399	WT5500002992(2).wplay	2024-10-8 15:14:29.193	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.617	131.445	39.8	3.67	-65	13011
15:48:26.401	WT5500002992(2).wplay	2024-10-8 15:14:29.215	0.012	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.483	93.359	-95.312	-27.441	39.5	3.72	-61	13011
15:48:26.404	WT5500002992(2).wplay	2024-10-8 15:14:29.293	0.009	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.617	131.250	39.8	3.67	-65	13011
15:48:26.405	WT5500002992(2).wplay	2024-10-8 15:14:29.315	0.012	0.003	1.005	0.000	0.000	0.000	0.159	-0.478	135.483	93.457	-95.312	-27.441	39.5	3.72	-61	13011
15:48:26.416	WT5500002992(2).wplay	2024-10-8 15:14:29.415	0.011	0.997	-0.042	0.000	0.000	0.000	92.373	-0.632	147.865	80.371	-57.715	131.445	39.8	3.67	-65	13011
15:48:26.425	WT5500002992(2).wplay	2024-10-8 15:14:29.515	0.011	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.348	39.8	3.67	-65	13011
15:48:26.428	WT5500002992(2).wplay	2024-10-8 15:14:29.593	0.008	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.273	-57.812	131.250	39.8	3.67	-65	13011
15:48:26.429	WT5500002992(2).wplay	2024-10-8 15:14:29.615	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.494	93.262	-95.215	-27.246	39.5	3.72	-61	13011
15:48:26.440	WT5500002992(2).wplay	2024-10-8 15:14:29.693	0.008	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.859	80.371	-57.715	131.348	39.8	3.67	-65	13011
15:48:26.442	WT5500002992(2).wplay	2024-10-8 15:14:29.715	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.478	135.489	93.457	-95.215	-27.344	39.5	3.72	-61	13011
15:48:26.454	WT5500002992(2).wplay	2024-10-8 15:14:29.793	0.008	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-65	13011
15:48:26.455	WT5500002992(2).wplay	2024-10-8 15:14:29.815	0.011	0.003	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.312	-27.344	39.5	3.72	-64	13011
15:48:26.460	WT5500002992(2).wplay	2024-10-8 15:14:29.893	0.008	0.998	-0.042	0.000	0.000	0.000	92.373	-0.632	147.870	80.273	-57.617	131.738	39.8	3.67	-65	13011
15:48:26.462	WT5500002992(2).wplay	2024-10-8 15:14:29.915	0.011	0.001	1.005	0.000	0.000	0.000	0.159	-0.478	135.489	93.262	-95.312	-27.441	39.5	3.72	-64	13011
15:48:26.477	WT5500002992(2).wplay	2024-10-8 15:14:30.15	0.011	0.997	-0.040	0.000	0.000	0.000	92.373	-0.632	147.865	80.273	-57.715	131.445	39.8	3.67	-65	13011
15:48:26.483	WT5500002992(2).wplay	2024-10-8 15:14:30.115	0.011	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.250	39.8	3.67	-69	13011
15:48:26.504	WT5500002992(2).wplay	2024-10-8 15:14:30.193	0.010	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.348	39.8	3.67	-69	13011
15:48:26.504	WT5500002992(2).wplay	2024-10-8 15:14:30.215	0.012	0.002	1.005	0.000	0.000	0.000	0.159	-0.478	135.489	93.262	-95.312	-27.539	39.5	3.72	-64	13011
15:48:26.510	WT5500002992(2).wplay	2024-10-8 15:14:30.293	0.008	0.997	-0.040	0.000	0.000	0.000	92.373	-0.632	147.865	80.273	-57.715	131.445	39.8	3.67	-69	13011
15:48:26.513	WT5500002992(2).wplay	2024-10-8 15:14:30.315	0.011	0.004	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.457	-95.215	-27.539	39.5	3.72	-64	13011
15:48:26.530	WT5500002992(2).wplay	2024-10-8 15:14:30.415	0.010	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-69	13011
15:48:26.530	WT5500002992(2).wplay	2024-10-8 15:14:30.393	0.007	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-69	13011
15:48:26.540	WT5500002992(2).wplay	2024-10-8 15:14:30.493	0.008	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.312	-27.637	39.5	3.72	-64	13011
15:48:26.540	WT5500002992(2).wplay	2024-10-8 15:14:30.515	0.010	0.002	1.005	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.215	-27.637	39.6	3.72	-64	13011
15:48:26.552	WT5500002992(2).wplay	2024-10-8 15:14:30.615	0.011	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.445	39.8	3.67	-69	13011
15:48:26.570	WT5500002992(2).wplay	2024-10-8 15:14:30.693	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-69	13011
15:48:26.570	WT5500002992(2).wplay	2024-10-8 15:14:30.715	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.215	-27.637	39.5	3.72	-64	13011
15:48:26.573	WT5500002992(2).wplay	2024-10-8 15:14:30.793	0.008	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.543	39.8	3.67	-69	13011
15:48:26.574	WT5500002992(2).wplay	2024-10-8 15:14:30.815	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.312	-27.441	39.5	3.72	-57	13011
15:48:26.595	WT5500002992(2).wplay	2024-10-8 15:14:30.893	0.009	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.348	39.8	3.67	-69	13011
15:48:26.595	WT5500002992(2).wplay	2024-10-8 15:14:30.915	0.011	0.002	1.006	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.215	-27.539	39.6	3.72	-57	13011
15:48:26.598	WT5500002992(2).wplay	2024-10-8 15:14:30.993	0.008	0.999	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.348	39.8	3.67	-69	13011
15:48:26.599	WT5500002992(2).wplay	2024-10-8 15:14:31.15	0.011	0.003	1.005	0.000	0.000	0.000	0.159	-0.478	135.489	93.359	-95.312	-27.441	39.5	3.72	-57	13011
15:48:26.617	WT5500002992(2).wplay	2024-10-8 15:14:31.115	0.011	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.348	39.8	3.67	-62	13011
15:48:26.635	WT5500002992(2).wplay	2024-10-8 15:14:31.293	0.007	0.998	-0.041	0.000	0.000	0.000	92.368	-0.626	147.865	80.273	-57.715	131.250	39.8	3.67	-62	13011
15:48:26.636	WT5500002992(2).wplay	2024-10-8 15:14:31.315	0.011	0.002	1.005	0.000	0.000	0.000	0.165	-0.478	135.483	93.457	-95.215	-27.539	39.5	3.72	-57	13011
15:48:26.650	WT5500002992(2).wplay	2024-10-8 15:14:31.393	0.009	0.999	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-62	13011
15:48:26.664	WT5500002992(2).wplay	2024-10-8 15:14:31.415	0.012	0.003	1.007	0.000	0.000	0.000	0.159	-0.478	135.483	93.359	-95.215	-27.637	39.5	3.72	-57	13011
15:48:26.664	WT5500002992(2).wplay	2024-10-8 15:14:31.515	0.012	0.999	-0.042	0.000	0.000	0.000	92.368	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-62	13011
15:48:26.665	WT5500002992(2).wplay	2024-10-8 15:14:31.593	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.762	-58.203	131.934	39.8	3.67	-62	13011
15:48:26.666	WT5500002992(2).wplay	2024-10-8 15:14:31.615	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.478	93.555	-95.215	-27.539	39.5	3.72	-57	13011
15:48:26.682	WT5500002992(2).wplay	2024-10-8 15:14:31.715	0.011	0.998	-0.041	0.000	0.000	0.000	92.368	-0.626	147.859	80.273	-57.812	131.445	39.8	3.67	-62	13011
15:48:26.699	WT5500002992(2).wplay	2024-10-8 15:14:31.793	0.009	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.273	-57.715	131.543	39.8	3.67	-62	13011
15:48:26.699	WT5500002992(2).wplay	2024-10-8 15:14:31.815	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.478	93.359	-95.410	-27.637	39.5	3.72	-56	13011
15:48:26.701	WT5500002992(2).wplay	2024-10-8 15:14:31.915	0.011	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-62	13011
15:48:26.701	WT5500002992(2).wplay	2024-10-8 15:14:31.893	0.008	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.371	-57.715	131.445	39.8	3.67	-62	13011
15:48:26.739	WT5500002992(2).wplay	2024-10-8 15:14:31.993	0.009	0.003	1.006	0.000	0.000	0.000	0.165	-0.478	135.478	93.359	-95.312	-27.539	39.5	3.72	-56	13011
15:48:26.740	WT5500002992(2).wplay	2024-10-8 15:14:32.93	0.009	0.003	1.007	0.000	0.000	0.000	0.165	-0.478	135.478	93.457	-95.215	-27.637	39.5	3.72	-56	13011
15:48:26.741	WT5500002992(2).wplay	2024-10-8 15:14:32.193	0.008	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.478	93.555	-95.215	-27.637	39.5	3.72	-56	13011
15:48:26.789	WT5500002992(2).wplay	2024-10-8 15:14:32.215	0.011	0.002	1.006	0.000	0.000	0.000	0.165	-0.478	135.478	93.359	-95.215	-27.539	39.6	3.72	-56	13011
15:48:26.790	WT5500002992(2).wplay	2024-10-8 15:14:32.315	0.011	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.617	131.445	39.8	3.67	-63	13011
15:48:26.808	WT5500002992(2).wplay	2024-10-8 15:14:32.415	0.011	0.998	-0.042	0.000	0.000	0.000	92.368	-0.626	147.865	80.371	-57.715	131.445	39.7	3.67	-63	13011
15:48:26.810	WT5500002992(2).wplay	2024-10-8 15:14:32.393	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.664	-57.812	131.445	39.8	3.67	-63	13011
15:48:26.813	WT5500002992(2).wplay	2024-10-8 15:14:32.493	0.008	0.003	1.006	0.000	0.000	0.000	0.165	-0.478	135.472	93.555	-95.312	-27.539	39.5	3.72	-56	13011
15:48:26.813	WT5500002992(2).wplay	2024-10-8 15:14:32.515	0.010	0.003	1.007	0.000	0.000	0.000	0.165	-0.478	135.472	93.457	-95.312	-27.539	39.5	3.72	-56	13011
15:48:26.827	WT5500002992(2).wplay	2024-10-8 15:14:32.593	0.008	0.999	-0.041	0.000	0.000	0.000	92.373	-0.626	147.859	80.469	-57.812	131.445	39.8	3.67	-63	13011
15:48:26.827	WT5500002992(2).wplay	2024-10-8 15:14:32.615	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.312	-27.539	39.5	3.72	-56	13011
15:48:26.838	WT5500002992(2).wplay	2024-10-8 15:14:32.693	0.008	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.859	80.273	-57.812	131.543	39.8	3.67	-63	13011
15:48:26.839	WT5500002992(2).wplay	2024-10-8 15:14:32.793	0.008	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.215	-27.637	39.5	3.72	-56	13011
15:48:27.095	WT5500002992(2).wplay	2024-10-8 15:14:32.893	0.009	0.003	1.006	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.312	-27.539	39.5	3.72	-58	13011
15:48:27.095	WT5500002992(2).wplay	2024-10-8 15:14:32.915	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.215	-27.441	39.5	3.72	-58	13011
15:48:27.096	WT5500002992(2).wplay	2024-10-8 15:14:32.993	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.176	-57.617	131.641	39.8	3.67	-63	13011
15:48:27.096	WT5500002992(2).wplay	2024-10-8 15:14:33.15	0.011	0.003	1.006	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.312	-27.637	39.5	3.72	-58	13011
15:48:27.101	WT5500002992(2).wplay	2024-10-8 15:14:33.93	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.617	131.445	39.8	3.67	-64	13011
15:48:27.102	WT5500002992(2).wplay	2024-10-8 15:14:33.115	0.012	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.215	-27.637	39.5	3.72	-58	13011
15:48:27.112	WT5500002992(2).wplay	2024-10-8 15:14:33.193	0.008	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.870	80.176	-58.008	131.738	39.8	3.67	-64	13011
15:48:27.113	WT5500002992(2).wplay	2024-10-8 15:14:33.215	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.472	93.359	-95.215	-27.539	39.5	3.72	-58	13011
15:48:27.120	WT5500002992(2).wplay	2024-10-8 15:14:33.293	0.009	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.812	131.445	39.8	3.67	-64	13011
15:48:27.120	WT5500002992(2).wplay	2024-10-8 15:14:33.315	0.011	0.003	1.006	0.000	0.000	0.000	0.165	-0.478	135.478	93.359	-95.215	-27.539	39.5	3.72	-58	13011
15:48:27.127	WT5500002992(2).wplay	2024-10-8 15:14:33.393	0.008	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.812	131.348	39.8	3.67	-64	13011
15:48:27.128	WT5500002992(2).wplay	2024-10-8 15:14:33.415	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.478	135.478	93.359	-95.312	-27.637	39.6	3.72	-58	13011
15:48:27.134	WT5500002992(2).wplay	2024-10-8 15:14:33.515	0.010	0.998	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.250	39.8	3.67	-64	13011
15:48:27.141	WT5500002992(2).wplay	2024-10-8 15:14:33.593	0.009	1.000	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.715	131.348	39.8	3.67	-64	13011
15:48:27.142	WT5500002992(2).wplay	2024-10-8 15:14:33.615	0.011	0.003	1.006	0.000	0.000	0.000	0.165	-0.478	135.478	93.262	-95.312	-27.441	39.6	3.72	-58	13011
15:48:27.148	WT5500002992(2).wplay	2024-10-8 15:14:33.693	0.009	0.997	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.176	-57.715	131.445	39.8	3.67	-64	13011
15:48:27.149	WT5500002992(2).wplay	2024-10-8 15:14:33.715	0.011	0.002	1.005	0.000	0.000	0.000	0.165	-0.478	135.478	93.262	-95.410	-27.539	39.5	3.72	-58	13011
15:48:27.159	WT5500002992(2).wplay	2024-10-8 15:14:33.793	0.008	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.812	131.348	39.8	3.67	-64	13011
15:48:27.159	WT5500002992(2).wplay	2024-10-8 15:14:33.815	0.011	0.003	1.007	0.000	0.000	0.000	0.165	-0.483	135.483	93.359	-95.312	-27.441	39.5	3.72	-56	13011
15:48:27.163	WT5500002992(2).wplay	2024-10-8 15:14:33.893	0.009	0.999	-0.042	0.000	0.000	0.000	92.373	-0.626	147.865	80.273	-57.617	131.348	39.8	3.67	-64	13011
15:48:27.164	WT5500002992(2).wplay	2024-10-8 15:14:33.915	0.011	0.003	1.005	0.000	0.000	0.000	0.165	-0.483	135.483	93.359	-95.312	-27.637	39.5	3.72	-56	13011
15:48:27.174	WT5500002992(2).wplay	2024-10-8 15:14:33.993	0.009	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.371	-57.617	131.543	39.8	3.67	-64	13011
15:48:27.175	WT5500002992(2).wplay	2024-10-8 15:14:34.15	0.011	0.002	1.006	0.000	0.000	0.000	0.165	-0.483	135.483	93.457	-95.117	-27.344	39.5	3.72	-56	13011
15:48:27.203	WT5500002992(2).wplay	2024-10-8 15:14:34.93	0.008	0.998	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.371	-57.520	131.641	39.8	3.67	-66	13011
15:48:27.204	WT5500002992(2).wplay	2024-10-8 15:14:34.115	0.011	0.003	1.007	0.000	0.000	0.000	0.165	-0.483	135.483	93.359	-95.410	-27.441	39.5	3.72	-56	13011
15:48:27.205	WT5500002992(2).wplay	2024-10-8 15:14:34.215	0.011	1.000	-0.042	0.000	0.000	0.000	92.368	-0.626	147.865	80.273	-57.715	131.543	39.8	3.67	-66	13011
15:48:27.208	WT5500002992(2).wplay	2024-10-8 15:14:34.293	0.007	1.000	-0.042	0.000	0.000	0.000	92.373	-0.626	147.870	80.273	-57.910	131.738	39.8	3.67	-66	13011
15:48:27.210	WT5500002992(2).wplay	2024-10-8 15:14:34.315	0.010	0.003	1.007	0.000	0.000	0.000	0.165	-0.478	135.483	93.555	-95.215	-27.637	39.5	3.72	-56	13011
15:48:27.217	WT5500002992(2).wplay	2024-10-8 15:14:34.393	0.008	0.997	-0.041	0.000	0.000	0.000	92.373	-0.626	147.865	80.664	-57.715	131.543	39.8	3.67	-66	13011
15:48:27.219	WT5500002992(2).wplay	2024-10-8 15:14:34.415	0.011	0.002	1.006	0.000	0.000	0.000	0.165	-0.483	135.483	93.359	-95.312	-27.637	39.6	3.72	-56	13011
15:48:27.223	WT5500002992(2).wplay	2024-10-8 15:14:34.493	0.009	0.999	-0.042	0.000	0.000	0.000	92.368	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-66	13011
15:48:27.231	WT5500002992(2).wplay	2024-10-8 15:14:34.515	0.012	0.003	1.005	0.000	0.000	0.000	0.165	-0.483	135.478	93.359	-95.215	-27.539	39.6	3.72	-56	13011
15:48:27.231	WT5500002992(2).wplay	2024-10-8 15:14:34.615	0.012	0.999	-0.042	0.000	0.000	0.000	92.368	-0.626	147.865	80.273	-57.715	131.445	39.8	3.67	-66	13011
15:48:27.244	WT5500002992(2).wplay	2024-10-8 15:14:34.715	0.009	0.998	-0.040	0.000	0.000	0.000	92.368	-0.626	147.870	80.176	-57.812	131.445	39.8	3.67	-66	13011
15:48:27.246	WT5500002992(2).wplay	2024-10-8 15:14:34.793	0.007	0.976	-0.034	-0.305	0.000	-0.122	92.368	-0.626	147.870	80.273	-57.715	131.348	39.8	3.67	-66	13011
